-119.336999976,34.1500010364,-0.126301,NaN,NaN,4.6,0
-119.289458115,34.1283572771,-0.161456,NaN,NaN,0,0
-119.241939758,34.1066940424,-0.217345,NaN,NaN,0,0
-119.194444913,34.0850113761,-0.296676,NaN,NaN,0,0
-119.146973585,34.063309322,-0.422438,NaN,NaN,0,0
-119.099525778,34.041587924,-0.578351,NaN,NaN,0.6,0
-119.052101499,34.019847226,-0.68461,NaN,NaN,1.1,0
-119.004700752,33.9980872718,-0.735114,NaN,NaN,1.05,0
-118.957323543,33.9763081053,-0.749148,NaN,NaN,1.15,0
-118.909969877,33.9545097704,-0.738307,NaN,NaN,1.45,0
-118.86263942,33.9326923162,-0.709495,NaN,NaN,1.9,0
-118.815332853,33.9108557762,-0.669224,NaN,NaN,2.1,0
-118.768049843,33.8890001996,-0.625179,NaN,NaN,1.8,0
-118.720790395,33.8671256304,-0.583129,NaN,NaN,1.35,0
-118.673554511,33.8452321126,-0.544984,NaN,NaN,1.1,0
-118.626342198,33.8233196901,-0.511509,NaN,NaN,1.1,0
-118.579153458,33.801388407,-0.485533,NaN,NaN,1.15,0
-118.531988297,33.7794383072,-0.471521,NaN,NaN,1.2,0
-118.484846717,33.7574694348,-0.473543,NaN,NaN,1.4,0
-118.437728722,33.7354818338,-0.49603,NaN,NaN,1.6,0
-118.390634316,33.7134755483,-0.464898,NaN,NaN,1.7,0
-118.343563503,33.6914506223,-0.391838,NaN,NaN,1.5,0
-118.296516285,33.6694071,-0.355061,NaN,NaN,1.3,0
-118.24949233,33.6473450287,-0.340575,NaN,NaN,1.9,0.4
-118.202492314,33.6252644457,-0.333983,NaN,NaN,2.4,0.5
-118.155515903,33.6031653985,-0.320911,NaN,NaN,2.9,0.7
-118.1085631,33.5810479314,-0.296292,NaN,NaN,3.45,1.25
-118.061633908,33.5589120884,-0.268138,NaN,NaN,3.6,1.4
-118.01472833,33.5367579137,-0.253496,NaN,NaN,2.8,0
-117.967846367,33.5145854513,-0.26115,NaN,NaN,2.3,0
-117.920988023,33.4923947456,-0.28076,NaN,NaN,1.75,0
-117.8741533,33.4701858406,-0.296529,NaN,NaN,1.4,0
-117.827342199,33.4479587805,-0.302656,NaN,NaN,1.2,0
-117.780554724,33.4257136095,-0.302203,NaN,NaN,1.1,0
-117.733790875,33.4034503717,-0.300835,NaN,NaN,1.15,0
-117.687050655,33.3811691115,-0.302058,NaN,NaN,1.35,0
-117.640334066,33.358869873,-0.305696,NaN,NaN,1.5,0
