lon,lat,B(vs30,variable),Vs30-Wills,Z2.5,Z1,B(vs30=760m/s)
-119.3370,34.1500,-0.05345,NaN,4.6,0.0,-0.05345
-119.2895,34.1284,-0.08076,NaN,0.0,0.0,-0.08076
-119.2419,34.1067,-0.12969,NaN,0.0,0.0,-0.12969
-119.1944,34.0850,-0.20505,NaN,0.0,0.0,-0.20505
-119.1470,34.0633,-0.33585,NaN,0.0,0.0,-0.33585
-119.0995,34.0416,-0.50628,NaN,0.6,0.0,-0.50628
-119.0521,34.0198,-0.62562,NaN,1.1,0.0,-0.62562
-119.0047,33.9981,-0.68276,NaN,1.1,0.0,-0.68276
-118.9573,33.9763,-0.69678,NaN,1.1,0.0,-0.69678
-118.9100,33.9545,-0.68134,NaN,1.4,0.0,-0.68134
-118.8626,33.9327,-0.64675,NaN,1.9,0.0,-0.64675
-118.8153,33.9109,-0.60237,NaN,2.1,0.0,-0.60237
-118.7680,33.8890,-0.55661,NaN,1.8,0.0,-0.55661
-118.7208,33.8671,-0.51456,NaN,1.4,0.0,-0.51456
-118.6736,33.8452,-0.47719,NaN,1.1,0.0,-0.47719
-118.6263,33.8233,-0.44481,NaN,1.1,0.0,-0.44481
-118.5792,33.8014,-0.42042,NaN,1.1,0.0,-0.42042
-118.5320,33.7794,-0.40916,NaN,1.2,0.0,-0.40916
-118.4848,33.7575,-0.41597,NaN,1.4,0.0,-0.41597
-118.4377,33.7355,-0.44657,NaN,1.6,0.0,-0.44657
-118.3906,33.7135,-0.41283,NaN,1.7,0.0,-0.41283
-118.3436,33.6915,-0.32791,NaN,1.5,0.0,-0.32791
-118.2965,33.6694,-0.28398,NaN,1.3,0.0,-0.28398
-118.2495,33.6473,-0.26578,NaN,1.9,0.4,-0.26578
-118.2025,33.6253,-0.25887,NaN,2.4,0.5,-0.25887
-118.1555,33.6032,-0.24644,NaN,2.9,0.7,-0.24644
-118.1086,33.5810,-0.22186,NaN,3.5,1.2,-0.22186
-118.0616,33.5589,-0.19369,NaN,3.6,1.4,-0.19369
-118.0147,33.5368,-0.18088,NaN,2.8,0.0,-0.18088
-117.9678,33.5146,-0.19329,NaN,2.3,0.0,-0.19329
-117.9210,33.4924,-0.21948,NaN,1.8,0.0,-0.21948
-117.8742,33.4702,-0.24199,NaN,1.4,0.0,-0.24199
-117.8273,33.4480,-0.25450,NaN,1.2,0.0,-0.25450
-117.7806,33.4257,-0.26045,NaN,1.1,0.0,-0.26045
-117.7338,33.4035,-0.26611,NaN,1.1,0.0,-0.26611
-117.6871,33.3812,-0.27464,NaN,1.4,0.0,-0.27464
-117.6403,33.3589,-0.28445,NaN,1.5,0.0,-0.28445
-117.5936,33.3366,-0.29740,NaN,1.5,0.0,-0.29740
-117.5470,33.3142,-0.34452,NaN,1.4,0.0,-0.34452
-117.5003,33.2919,-0.43410,NaN,1.2,0.0,-0.43410
-119.3110,34.1895,-0.00235,NaN,4.8,1.5,-0.00235
-119.2634,34.1679,-0.03049,NaN,4.4,0.9,-0.03049
-119.2159,34.1462,-0.08798,228.2,3.6,0.7,-1.45941
-119.1684,34.1245,-0.16434,228.2,3.2,0.8,-1.60222
-119.1209,34.1028,-0.34483,176.1,2.7,0.9,-2.26729
-119.0734,34.0811,-0.59241,NaN,3.0,0.3,-0.59241
-119.0260,34.0593,-0.69621,NaN,3.1,0.3,-0.69621
-118.9786,34.0376,-0.72855,NaN,2.8,0.3,-0.72855
-118.9312,34.0158,-0.72004,NaN,0.0,0.0,-0.72004
-118.8838,33.9940,-0.68340,NaN,0.8,0.0,-0.68340
-118.8364,33.9721,-0.62899,NaN,1.4,0.0,-0.62899
-118.7891,33.9503,-0.56729,NaN,1.9,0.0,-0.56729
-118.7418,33.9284,-0.51026,NaN,1.6,0.0,-0.51026
-118.6945,33.9065,-0.46237,NaN,1.2,0.0,-0.46237
-118.6473,33.8846,-0.41915,NaN,1.2,0.0,-0.41915
-118.6001,33.8627,-0.37689,NaN,1.2,0.0,-0.37689
-118.5529,33.8408,-0.34036,NaN,1.1,0.0,-0.34036
-118.5057,33.8188,-0.31753,NaN,1.1,0.0,-0.31753
-118.4585,33.7968,-0.30826,NaN,1.3,0.0,-0.30826
-118.4114,33.7748,-0.29161,386.6,1.4,0.0,-0.41843
-118.3643,33.7528,-0.22955,385.1,1.5,0.0,-0.35757
-118.3172,33.7308,-0.19636,386.6,1.6,0.0,-0.32318
-118.2701,33.7087,-0.17398,NaN,1.7,0.3,-0.17398
-118.2231,33.6867,-0.18153,NaN,2.1,0.8,-0.18153
-118.1761,33.6646,-0.19851,NaN,2.9,0.8,-0.19851
-118.1291,33.6425,-0.19336,NaN,3.1,1.0,-0.19336
-118.0821,33.6203,-0.15853,NaN,3.1,1.1,-0.15853
-118.0352,33.5982,-0.11151,NaN,3.4,1.1,-0.11151
-117.9883,33.5760,-0.09766,NaN,3.1,0.7,-0.09766
-117.9414,33.5538,-0.13563,NaN,2.4,0.0,-0.13563
-117.8945,33.5316,-0.18892,NaN,1.9,0.0,-0.18892
-117.8476,33.5094,-0.22266,NaN,1.6,0.0,-0.22266
-117.8008,33.4872,-0.23703,NaN,1.4,0.0,-0.23703
-117.7540,33.4649,-0.24360,NaN,1.4,0.0,-0.24360
-117.7072,33.4427,-0.25573,NaN,1.5,0.0,-0.25573
-117.6605,33.4204,-0.27747,NaN,1.6,0.0,-0.27747
-117.6137,33.3981,-0.30056,NaN,2.0,0.0,-0.30056
-117.5670,33.3757,-0.30574,386.6,1.4,0.0,-0.43256
-117.5203,33.3534,-0.37147,468.4,1.1,0.0,-0.45973
-117.4737,33.3310,-0.50448,468.4,0.0,0.0,-0.59273
-119.2849,34.2291,0.05456,NaN,6.2,1.1,0.05456
-119.2373,34.2074,0.02378,293.5,4.3,0.8,-1.23115
-119.1898,34.1857,-0.06390,228.2,3.7,0.6,-1.23598
-119.1423,34.1640,-0.21826,228.2,2.6,0.6,-1.39034
-119.0948,34.1423,-0.46235,228.2,2.5,0.7,-1.83378
-119.0473,34.1206,-0.67983,385.1,2.2,0.3,-1.27300
-118.9998,34.0988,-0.74960,518.9,1.9,0.3,-1.29106
-118.9524,34.0770,-0.75306,385.1,2.4,0.3,-1.34623
-118.9050,34.0552,-0.72218,385.1,2.2,0.3,-1.31535
-118.8576,34.0334,-0.66397,NaN,0.0,0.0,-0.66397
-118.8102,34.0116,-0.58971,385.1,0.9,0.0,-0.71773
-118.7629,33.9897,-0.50905,NaN,1.2,0.0,-0.50905
-118.7156,33.9678,-0.44576,NaN,1.1,0.0,-0.44576
-118.6683,33.9459,-0.40084,NaN,1.2,0.0,-0.40084
-118.6210,33.9240,-0.35581,NaN,1.2,0.0,-0.35581
-118.5738,33.9021,-0.29875,NaN,1.1,0.0,-0.29875
-118.5265,33.8801,-0.24288,NaN,1.1,0.6,-0.24288
-118.4793,33.8582,-0.20558,NaN,0.9,0.3,-0.20558
-118.4322,33.8362,-0.17810,NaN,1.7,0.6,-0.17810
-118.3850,33.8142,-0.12836,386.6,1.8,0.6,-1.05258
-118.3379,33.7922,-0.09193,351.9,2.1,0.7,-1.11700
-118.2908,33.7701,-0.05298,386.6,2.3,0.8,-1.17655
-118.2437,33.7481,-0.03557,225.6,2.5,0.9,-1.74846
-118.1967,33.7260,-0.08943,NaN,3.0,0.9,-0.08943
-118.1496,33.7039,-0.14098,NaN,3.1,0.8,-0.14098
-118.1026,33.6818,-0.13952,NaN,3.3,0.8,-0.13952
-118.0556,33.6596,-0.08465,NaN,3.4,0.7,-0.08465
-118.0087,33.6375,0.00780,NaN,3.5,0.8,0.00780
-117.9617,33.6153,0.02070,NaN,3.4,0.3,0.02070
-117.9148,33.5931,-0.07602,NaN,3.1,0.3,-0.07602
-117.8679,33.5709,-0.16865,NaN,1.9,0.0,-0.16865
-117.8211,33.5487,-0.20333,NaN,1.7,0.0,-0.20333
-117.7742,33.5264,-0.21561,NaN,1.6,0.0,-0.21561
-117.7274,33.5041,-0.22071,468.4,1.7,0.0,-0.30896
-117.6806,33.4819,-0.24841,351.9,1.9,0.0,-0.40962
-117.6339,33.4596,-0.30095,385.1,2.2,0.0,-0.42896
-117.5871,33.4372,-0.37001,385.1,3.6,0.0,-0.49803
-117.5404,33.4149,-0.44184,385.1,1.4,0.0,-0.56986
-117.4937,33.3926,-0.54543,468.4,0.0,0.0,-0.63368
-117.4470,33.3702,-0.63507,386.6,0.0,0.0,-0.76190
-119.2588,34.2686,0.12107,293.5,6.1,0.8,-1.26676
-119.2112,34.2469,0.09716,293.5,6.5,0.7,-1.02486
-119.1637,34.2252,-0.02813,228.2,3.6,0.6,-1.20022
-119.1161,34.2035,-0.29432,228.2,2.5,0.6,-1.46640
-119.0686,34.1818,-0.55029,228.2,3.2,0.3,-1.45657
-119.0211,34.1600,-0.69024,518.9,2.5,0.1,-0.96590
-118.9736,34.1383,-0.74747,385.1,1.8,0.1,-1.07484
-118.9262,34.1165,-0.72644,518.9,0.3,0.1,-1.00210
-118.8788,34.0947,-0.68248,518.9,0.3,0.1,-0.95815
-118.8314,34.0728,-0.60748,468.4,0.3,0.3,-1.16088
-118.7840,34.0510,-0.51696,385.1,0.0,0.0,-0.64498
-118.7366,34.0291,-0.41689,NaN,0.0,0.0,-0.41689
-118.6893,34.0072,-0.36102,NaN,0.6,0.0,-0.36102
-118.6420,33.9853,-0.33965,NaN,0.8,0.0,-0.33965
-118.5947,33.9634,-0.30090,NaN,0.8,0.0,-0.30090
-118.5474,33.9415,-0.21528,NaN,1.9,1.0,-0.21528
-118.5002,33.9195,-0.12885,NaN,1.9,1.1,-0.12885
-118.4530,33.8975,-0.08688,NaN,1.9,1.1,-0.08688
-118.4058,33.8755,-0.06975,351.9,2.2,0.9,-1.49352
-118.3586,33.8535,-0.04489,386.6,2.5,0.9,-1.36781
-118.3115,33.8315,-0.00653,386.6,3.0,0.8,-1.19656
-118.2644,33.8094,0.08685,386.6,3.4,0.8,-1.03672
-118.2173,33.7874,0.13454,228.2,3.4,0.7,-1.23689
-118.1702,33.7653,0.01024,386.6,3.7,0.7,-1.04688
-118.1232,33.7432,-0.06481,NaN,3.9,0.7,-0.06481
-118.0761,33.7210,-0.06291,293.5,3.1,0.7,-1.18493
-118.0291,33.6989,0.01340,176.1,3.5,0.6,-1.44390
-117.9822,33.6767,0.18615,228.2,3.9,0.6,-0.98593
-117.9352,33.6545,0.17893,386.6,3.9,0.3,-0.41304
-117.8883,33.6323,-0.02604,NaN,3.2,0.3,-0.02604
-117.8414,33.6101,-0.14450,385.1,2.0,0.0,-0.27252
-117.7945,33.5879,-0.15624,468.4,1.9,0.0,-0.24449
-117.7477,33.5656,-0.17174,468.4,1.9,0.0,-0.25999
-117.7008,33.5434,-0.17749,385.1,2.0,0.0,-0.30550
