-119.336999976,34.1500010364,-0.053451
-119.289458115,34.1283572771,-0.0807581
-119.241939758,34.1066940424,-0.129691
-119.194444913,34.0850113761,-0.205052
-119.146973585,34.063309322,-0.335852
-119.099525778,34.041587924,-0.50628
-119.052101499,34.019847226,-0.625616
-119.004700752,33.9980872718,-0.682756
-118.957323543,33.9763081053,-0.696779
-118.909969877,33.9545097704,-0.681335
-118.86263942,33.9326923162,-0.646749
-118.815332853,33.9108557762,-0.602366
-118.768049843,33.8890001996,-0.556613
-118.720790395,33.8671256304,-0.514559
-118.673554511,33.8452321126,-0.477191
-118.626342198,33.8233196901,-0.444806
-118.579153458,33.801388407,-0.420422
-118.531988297,33.7794383072,-0.409163
-118.484846717,33.7574694348,-0.415973
-118.437728722,33.7354818338,-0.446569
-118.390634316,33.7134755483,-0.412834
-118.343563503,33.6914506223,-0.327912
-118.296516285,33.6694071,-0.283984
-118.24949233,33.6473450287,-0.265782
-118.202492314,33.6252644457,-0.258869
-118.155515903,33.6031653985,-0.246439
-118.1085631,33.5810479314,-0.221864
-118.061633908,33.5589120884,-0.193693
-118.01472833,33.5367579137,-0.180883
-117.967846367,33.5145854513,-0.193292
-117.920988023,33.4923947456,-0.219483
-117.8741533,33.4701858406,-0.241995
-117.827342199,33.4479587805,-0.2545
-117.780554724,33.4257136095,-0.260455
-117.733790875,33.4034503717,-0.266109
-117.687050655,33.3811691115,-0.274637
-117.640334066,33.358869873,-0.284447
-117.593641108,33.3365527004,-0.297398
-117.546971785,33.314217638,-0.344523
-117.500326096,33.2918647299,-0.434096
-119.310966774,34.1895354099,-0.00234755
-119.263408189,34.1678823141,-0.0304873
-119.215873173,34.1462097316,-0.0879813
-119.168361732,34.1245177061,-0.164336
-119.120873871,34.1028062817,-0.344834
-119.073409595,34.0810755023,-0.592407
-119.02596891,34.0593254116,-0.69621
-118.978551822,34.0375560537,-0.728549
-118.931158334,34.0157674726,-0.720036
-118.883788453,33.9939597122,-0.683404
-118.836441844,33.9721328215,-0.628987
-118.789119188,33.9502868343,-0.56729
-118.741820153,33.9284217997,-0.510262
-118.694544742,33.9065377619,-0.462371
-118.64729296,33.8846347647,-0.419148
-118.600064768,33.8627105985,-0.376888
-118.552860257,33.8407698149,-0.340357
-118.505679386,33.8188102042,-0.317531
-118.458522159,33.7968318106,-0.308259
-118.411388581,33.774834678,-0.29161
-118.364278655,33.7528188505,-0.229554
-118.317192384,33.7307843724,-0.196358
-118.270129771,33.7087312878,-0.173981
-118.223090483,33.686659644,-0.181527
-118.176075197,33.6645694785,-0.198512
-118.129083578,33.6424608389,-0.193357
-118.08211563,33.6203337694,-0.158531
-118.035171355,33.5981883141,-0.111506
-117.988250756,33.5760245173,-0.0976552
-117.941353835,33.5538424231,-0.135634
-117.894480595,33.5316420757,-0.188916
-117.847631038,33.5094235195,-0.222663
-117.800805165,33.4871867986,-0.237029
-117.75400298,33.4649319572,-0.243598
-117.707224483,33.4426590396,-0.255732
-117.660469677,33.4203680901,-0.27747
-117.613738564,33.3980591529,-0.30056
-117.567031144,33.3757322724,-0.305736
-117.520347419,33.3533874927,-0.371475
-117.473687391,33.3310248582,-0.504478
-119.284909948,34.229062758,0.0545565
-119.237334634,34.2074003001,0.023779
-119.189782954,34.1857183442,-0.0639015
-119.142254913,34.1640169341,-0.218259
-119.094750515,34.1422961138,-0.462352
-119.047269766,34.1205559273,-0.679827
-118.999812672,34.0987964186,-0.749598
-118.952379238,34.0770176317,-0.753057
-118.904969468,34.0552196105,-0.722181
-118.857583368,34.0334023991,-0.663975
-118.810220604,34.0115660465,-0.589712
-118.762881857,33.9897105866,-0.509053
-118.715566793,33.9678360688,-0.445755
-118.668275416,33.9459425369,-0.400836
-118.621007732,33.9240300352,-0.355815
-118.573763743,33.9020986076,-0.298755
-118.526543455,33.8801482985,-0.242877
-118.47934687,33.8581791518,-0.205581
-118.432173992,33.8361912116,-0.178098
-118.385024826,33.8141845223,-0.128357
-118.337899375,33.7921591279,-0.0919329
-118.290797641,33.7701150725,-0.0529763
-118.243719629,33.7480524005,-0.0355736
-118.196665003,33.7259711592,-0.0894338
-118.149634443,33.7038713862,-0.140976
-118.102627612,33.6817531292,-0.13952
-118.055644515,33.6596164323,-0.0846532
-118.008685154,33.6374613397,0.00779653
-117.96174953,33.6152878958,0.0206985
-117.914837647,33.5930961448,-0.076024
-117.867949508,33.570886131,-0.168646
-117.821085113,33.5486578986,-0.203329
-117.774244465,33.526411492,-0.21561
-117.727427567,33.5041469553,-0.220711
-117.680634419,33.4818643331,-0.248409
-117.633865024,33.4595636695,-0.300945
-117.587119383,33.4372450088,-0.370007
-117.540397498,33.4149083955,-0.441842
-117.49369937,33.3925538738,-0.545425
-117.447025,33.3701814881,-0.635073
-119.258829555,34.2685875614,0.121067
-119.211237506,34.246915716,0.0971623
-119.163669155,34.2252243613,-0.0281344
-119.116124506,34.2035135412,-0.294316
-119.068603565,34.1817832997,-0.55029
-119.021106337,34.1600336808,-0.69024
-118.973632828,34.1382647287,-0.747468
-118.926183041,34.1164764873,-0.72644
-118.878756983,34.0946690007,-0.682481
-118.831354658,34.072842313,-0.607481
-118.783975733,34.0509964733,-0.516958
-118.736620888,34.0291315156,-0.416889
-118.68928979,34.0072474891,-0.361024
-118.641982443,33.985344438,-0.33965
-118.594698851,33.9634224064,-0.300901
-118.547439018,33.9414814386,-0.215276
-118.500202948,33.9195215785,-0.128846
-118.452990646,33.8975428705,-0.0868827
-118.405802113,33.8755453588,-0.0697549
-118.358637356,33.8535290875,-0.0448901
-118.311496375,33.8314941009,-0.00653344
-118.264379176,33.8094404432,0.0868521
-118.217285761,33.7873681587,0.134542
-118.170215796,33.7652772948,0.0102432
-118.123169958,33.7431678892,-0.0648108
-118.076147913,33.7210399896,-0.0629074
-118.029149664,33.6988936402,0.013404
-117.982175213,33.6767288854,0.186152
-117.935224563,33.6545457694,0.178929
-117.888297716,33.6323443366,-0.0260356
-117.841394674,33.6101246313,-0.144502
-117.79451544,33.5878866978,-0.156242
-117.747660015,33.5656305805,-0.171744
-117.700828402,33.5433563238,-0.177485
-117.654020602,33.5210639719,-0.24127
-117.607236616,33.4987535693,-0.345693
-117.560476447,33.4764251603,-0.490268
