lon,lat,Vs30_Wills,Z2p5,Z1,ln_Amp760
-118.8314,34.0728,468.4,0.3,0.3,0.3547
-118.7840,34.0510,385.1,0.0,0.0,-0.1097
-118.4058,33.8755,351.9,2.2,0.9,2.0621
-118.3586,33.8535,386.6,2.5,0.9,2.1822
-118.3115,33.8315,386.6,3.0,0.8,2.2353
-118.2644,33.8094,386.6,3.4,0.8,1.9740
-118.2173,33.7874,228.2,3.4,0.7,2.1780
-118.1702,33.7653,386.6,3.7,0.7,2.0284
-118.0761,33.7210,293.5,3.1,0.7,2.1845
-118.0291,33.6989,176.1,3.5,0.6,2.3907
-117.9822,33.6767,228.2,3.9,0.6,1.8237
-117.9352,33.6545,386.6,3.9,0.3,0.9659
-117.8414,33.6101,385.1,2.0,0.0,0.0048
-117.7945,33.5879,468.4,1.9,0.0,-0.0949
-117.7477,33.5656,468.4,1.9,0.0,-0.1074
-117.7008,33.5434,385.1,2.0,0.0,-0.0537
-117.6540,33.5211,385.1,2.2,0.0,-0.0054
-117.6072,33.4988,385.1,2.5,0.0,0.0397
-117.5605,33.4764,386.6,3.6,0.0,0.0800
-117.5137,33.4541,502.5,1.1,0.0,0.0610
-117.4670,33.4317,351.9,0.0,0.0,0.1453
-117.4203,33.4093,518.9,0.0,0.0,0.0109
-119.2327,34.3081,385.1,6.0,0.3,1.1720
-119.1851,34.2864,351.9,7.2,0.8,1.8524
-119.1375,34.2647,228.2,2.5,0.4,1.7411
-119.0900,34.2430,386.6,2.2,0.3,1.5267
-119.0424,34.2213,293.5,3.2,0.6,1.7574
-118.9949,34.1995,518.9,3.2,0.3,0.8905
-118.9474,34.1777,386.6,0.3,0.3,0.6846
-118.9000,34.1559,351.9,0.3,0.3,0.6481
-118.8525,34.1341,351.9,0.3,0.3,0.6243
-118.8051,34.1123,518.9,0.3,0.1,0.2718
-118.7577,34.0904,468.4,0.0,0.0,0.0845
-118.7103,34.0685,468.4,0.0,0.0,-0.0186
-118.6630,34.0467,468.4,0.0,0.0,-0.0873
-118.4266,33.9369,386.6,3.4,0.8,1.9458
-118.3794,33.9149,386.6,3.8,0.8,1.9628
-118.3322,33.8929,386.6,3.9,0.6,1.8740
-118.2851,33.8708,386.6,4.0,0.6,1.9077
-118.2379,33.8488,351.9,4.0,0.6,1.8480
-118.1908,33.8267,386.6,4.3,0.7,1.8465
-118.1437,33.8046,386.6,3.0,0.7,1.9469
-118.0967,33.7825,228.2,3.2,0.7,2.3085
-118.0496,33.7603,228.2,3.5,0.7,2.2837
-118.0026,33.7382,228.2,4.2,0.7,2.1235
-117.9556,33.7160,228.2,4.5,0.6,1.7370
-117.9087,33.6938,293.5,4.2,0.5,1.1618
-117.8617,33.6716,386.6,2.9,0.3,0.6486
-117.8148,33.6494,468.4,2.1,0.0,-0.1069
-117.7679,33.6271,468.4,2.0,0.0,-0.2877
-117.7211,33.6048,385.1,2.1,0.0,-0.2534
-117.6742,33.5826,385.1,2.0,0.0,-0.1907
-117.6274,33.5603,385.1,1.6,0.0,-0.0965
-117.5806,33.5379,468.4,1.2,0.0,-0.0217
-117.5338,33.5156,502.5,0.0,0.0,0.0546
-117.4871,33.4932,502.5,0.0,0.0,0.1083
-117.4403,33.4709,518.9,0.0,0.0,0.0957
-117.3936,33.4485,710.1,0.0,0.0,-0.0458
-119.2066,34.3476,385.1,4.8,0.3,1.0682
-119.1590,34.3259,385.1,6.3,0.7,1.4790
-119.1114,34.3042,293.5,6.3,0.3,1.3303
-119.0638,34.2825,386.6,5.2,0.3,1.3591
-119.0162,34.2607,444.0,2.5,0.3,1.2399
-118.9687,34.2390,386.6,3.1,0.3,0.9905
-118.9212,34.2172,518.9,2.6,0.3,0.7088
-118.8737,34.1954,386.6,0.3,0.3,0.6566
-118.8263,34.1736,385.1,0.3,0.3,0.6950
-118.7788,34.1517,518.9,2.2,0.3,0.8488
-118.7314,34.1298,385.1,1.9,0.1,0.6431
-118.6840,34.1080,518.9,1.0,0.1,0.1753
-118.6367,34.0861,468.4,0.3,0.3,0.3506
-118.5893,34.0641,502.5,0.0,0.0,0.0008
-118.5420,34.0422,386.6,3.0,0.3,0.7699
-118.4947,34.0202,386.6,3.0,0.7,1.6281
-118.4475,33.9983,293.5,4.5,0.6,1.8462
-118.4002,33.9763,386.6,4.7,0.6,1.7854
-118.3530,33.9542,386.6,4.2,0.6,1.8087
-118.3058,33.9322,386.6,3.4,0.6,1.8130
-118.2586,33.9101,386.6,3.6,0.7,1.8382
-118.2115,33.8881,228.2,4.2,0.8,2.2048
-118.1643,33.8660,228.2,4.5,0.8,2.2606
-118.1172,33.8439,228.2,4.6,0.8,2.2977
-118.0702,33.8217,228.2,4.5,0.8,2.3282
-118.0231,33.7996,228.2,4.8,0.8,2.3010
-117.9761,33.7774,228.2,4.8,0.7,2.0217
-117.9291,33.7552,228.2,4.9,0.6,1.6900
-117.8821,33.7330,293.5,4.7,0.5,1.1042
-117.8351,33.7108,228.2,2.0,0.3,1.0262
-117.7882,33.6886,293.5,1.8,0.3,0.5232
-117.7413,33.6663,293.5,1.5,0.0,-0.2925
-117.6944,33.6440,386.6,1.5,0.0,-0.4326
-117.6476,33.6218,385.1,1.4,0.0,-0.3311
-117.6007,33.5994,468.4,1.1,0.0,-0.2225
-117.5539,33.5771,502.5,0.0,0.0,-0.0502
-117.5071,33.5548,502.5,0.0,0.0,0.0503
-117.4604,33.5324,518.9,0.0,0.0,0.0905
-117.4136,33.5100,710.1,0.0,0.0,-0.0112
-117.3669,33.4876,351.9,0.0,0.0,0.1355
-119.1804,34.3871,385.1,3.1,0.3,0.9782
-119.1328,34.3654,385.1,5.2,0.3,1.0038
-119.0852,34.3437,293.5,6.6,1.0,2.1302
-119.0376,34.3220,385.1,1.2,0.3,1.2945
-118.9900,34.3002,444.0,2.5,0.3,1.2298
-118.9425,34.2784,444.0,3.1,0.3,0.9911
-118.8950,34.2566,444.0,3.1,0.3,0.7571
-118.8475,34.2348,468.4,1.0,0.3,0.6284
-118.8000,34.2130,502.5,0.3,0.3,0.6744
-118.7525,34.1911,502.5,2.9,0.1,0.4948
-118.7051,34.1693,385.1,2.6,0.1,0.6420
-118.6577,34.1474,385.1,2.3,0.1,0.4501
-118.6103,34.1254,385.1,1.8,0.1,0.2058
-118.5630,34.1035,468.4,0.3,0.1,0.2924
-118.5156,34.0816,710.1,0.3,0.1,0.3533
-118.4683,34.0596,386.6,0.5,0.3,0.9975
-118.4210,34.0376,293.5,4.5,0.7,1.8331
-118.3738,34.0156,444.0,4.0,0.6,1.7556
-118.3265,33.9936,386.6,4.5,0.7,1.8741
-118.2793,33.9715,293.5,5.3,0.8,2.1357
-118.2321,33.9495,228.2,5.7,0.9,2.3055
-118.1850,33.9274,228.2,5.6,0.9,2.2262
-118.1378,33.9053,228.2,5.3,0.9,2.2925
-118.0907,33.8832,228.2,4.7,0.8,2.2610
-118.0436,33.8610,228.2,4.5,0.8,2.3264
-117.9966,33.8389,228.2,3.7,0.7,2.1479
-117.9495,33.8167,228.2,4.2,0.7,1.9520
-117.9025,33.7945,228.2,3.0,0.5,1.5587
-117.8555,33.7723,293.5,3.5,0.3,0.9882
-117.8085,33.7501,293.5,1.9,0.3,0.8099
-117.7616,33.7278,351.9,1.4,0.0,-0.0777
-117.7147,33.7055,502.5,1.1,0.0,-0.4595
-117.6678,33.6832,468.4,1.1,0.0,-0.4763
-117.6209,33.6609,468.4,1.1,0.0,-0.3160
-117.5740,33.6386,468.4,0.3,0.0,-0.1218
-117.5272,33.6163,502.5,0.0,0.0,0.0117
-117.4804,33.5939,710.1,0.0,0.0,-0.0112
-117.4336,33.5716,710.1,0.0,0.0,-0.0068
-117.3869,33.5492,710.1,0.0,0.0,-0.0244
-117.3401,33.5267,710.1,0.0,0.0,-0.0504
-119.1543,34.4266,385.1,1.7,0.4,0.9669
-119.1066,34.4049,351.9,4.0,0.3,0.9808
-119.0590,34.3832,385.1,6.0,0.5,1.2118
-119.0114,34.3614,293.5,6.3,1.1,2.3000
-118.9638,34.3397,385.1,1.6,0.3,1.2983
-118.9162,34.3179,386.6,2.9,0.3,1.0300
-118.8687,34.2961,444.0,3.2,0.3,0.7537
-118.8212,34.2743,518.9,2.0,0.3,0.5744
-118.7737,34.2524,351.9,0.9,0.3,0.6720
-118.7262,34.2305,468.4,0.3,0.3,0.7822
-118.6788,34.2087,502.5,0.3,0.1,0.4901
-118.6313,34.1868,293.5,2.6,0.2,0.9009
-118.5839,34.1648,385.1,2.1,0.2,0.4718
-118.5366,34.1429,502.5,0.5,0.1,0.1417
-118.4892,34.1209,710.1,0.3,0.3,0.4884
-118.4419,34.0990,710.1,0.3,0.1,0.3686
-118.3946,34.0770,351.9,5.0,0.3,1.1070
-118.3473,34.0549,386.6,2.4,0.3,1.2175
-118.3001,34.0329,293.5,2.5,0.4,1.3627
-118.2528,34.0108,293.5,4.4,0.6,1.6201
-118.2056,33.9888,293.5,5.0,0.8,1.7839
-118.1585,33.9667,228.2,5.0,0.8,1.9926
-118.1113,33.9446,228.2,4.2,0.8,2.0742
-118.0642,33.9224,386.6,3.6,0.7,1.9005
-118.0171,33.9003,386.6,3.1,0.7,1.9067
-117.9700,33.8781,351.9,3.2,0.7,1.8832
-117.9229,33.8559,228.2,4.5,0.7,2.0265
-117.8759,33.8337,293.5,3.5,0.5,1.4253
-117.8289,33.8115,293.5,2.1,0.3,1.0002
-117.7819,33.7893,518.9,1.8,0.0,0.0695
-117.7349,33.7670,385.1,1.4,0.0,-0.1632
-117.6880,33.7447,468.4,1.1,0.0,-0.4158
-117.6411,33.7224,502.5,0.8,0.0,-0.4002
-117.5942,33.7001,710.1,0.8,0.0,-0.2238
-117.5473,33.6778,518.9,0.0,0.0,0.0211
-117.5005,33.6555,710.1,0.0,0.0,-0.0236
-117.4537,33.6331,710.1,0.0,0.0,0.0093
-117.4069,33.6107,710.1,0.0,0.0,-0.0335
-117.3601,33.5883,710.1,0.0,0.0,-0.0451
-117.3134,33.5659,710.1,0.0,0.0,-0.0670
-119.1281,34.4661,385.1,1.8,0.1,0.5439
-119.0804,34.4444,385.1,4.0,0.1,0.5689
-119.0327,34.4227,386.6,4.5,0.1,0.6624
-118.9851,34.4009,351.9,6.2,0.9,1.8585
-118.9375,34.3791,293.5,6.0,1.1,2.2189
-118.8899,34.3573,385.1,1.2,0.3,1.0710
-118.8424,34.3355,385.1,2.1,0.3,0.8613
-118.7948,34.3137,468.4,2.0,0.3,0.6252
-118.7473,34.2918,468.4,1.4,0.3,0.6007
-118.6999,34.2700,385.1,0.9,0.3,0.7477
-118.6524,34.2481,502.5,0.3,0.1,0.4152
-118.6050,34.2262,293.5,2.5,0.1,0.6995
-118.5575,34.2042,293.5,2.5,0.2,0.7468
-118.5102,34.1823,293.5,1.9,0.2,0.6390
-118.4628,34.1603,293.5,1.6,0.4,0.9134
-118.4155,34.1383,385.1,1.0,0.2,0.6495
-118.3681,34.1163,710.1,5.1,0.3,0.6291
-118.3209,34.0943,293.5,2.0,0.3,0.8205
-118.2736,34.0722,385.1,2.0,0.3,0.8503
-118.2263,34.0502,351.9,2.2,0.3,1.0399
-118.1791,34.0281,386.6,2.5,0.5,1.2847
-118.1319,34.0060,386.6,2.9,0.6,1.4600
-118.0848,33.9839,228.2,3.7,0.6,1.9803
-118.0376,33.9617,351.9,3.6,0.6,1.7885
-117.9905,33.9396,386.6,3.6,0.6,1.7772
-117.9434,33.9174,351.9,3.6,0.6,1.7779
-117.8963,33.8952,385.1,4.0,0.6,1.5224
-117.8493,33.8730,386.6,2.5,0.5,1.1993
-117.8022,33.8507,351.9,2.2,0.3,0.8781
-117.7552,33.8285,385.1,1.8,0.0,0.1039
-117.7083,33.8062,468.4,1.4,0.0,-0.1400
-117.6613,33.7839,502.5,1.1,0.0,-0.2254
-117.6144,33.7616,351.9,1.1,0.0,-0.0764
-117.5675,33.7393,710.1,1.1,0.0,-0.1925
-117.5206,33.7170,710.1,0.7,0.0,-0.2014
-117.4737,33.6946,710.1,0.0,0.0,-0.1820
-117.4269,33.6722,710.1,0.0,0.0,-0.1556
-117.3801,33.6498,386.6,0.0,0.0,0.0390
-117.3333,33.6274,386.6,0.0,0.0,0.0739
-117.2865,33.6050,293.5,0.0,0.0,0.1838
-119.1018,34.5056,385.1,0.3,0.1,0.4409
-119.0542,34.4839,385.1,0.3,0.1,0.4107
-119.0065,34.4622,468.4,4.0,0.1,0.3294
-118.9588,34.4404,468.4,6.0,0.1,0.3845
-118.9112,34.4186,385.1,6.1,0.6,1.2180
-118.8636,34.3968,351.9,6.1,1.2,1.9018
-118.8161,34.3750,468.4,1.1,0.3,0.8928
-118.7685,34.3531,351.9,1.6,0.3,0.7511
-118.7210,34.3313,444.0,1.7,0.3,0.6447
-118.6735,34.3094,385.1,0.8,0.3,0.7250
-118.6260,34.2875,502.5,0.3,0.1,0.3800
-118.5786,34.2655,386.6,2.8,0.1,0.5632
-118.5311,34.2436,386.6,3.0,0.3,0.9730
-118.4837,34.2216,293.5,3.1,0.3,1.1155
-118.4363,34.1997,293.5,2.5,0.3,1.0646
-118.3890,34.1777,293.5,1.2,0.3,0.8930
-118.3417,34.1556,293.5,1.0,0.5,0.7607
-118.2944,34.1336,518.9,0.3,0.1,-0.1298
-118.2471,34.1116,386.6,1.2,0.3,0.1898
-118.1998,34.0895,385.1,2.0,0.3,0.7079
-118.1526,34.0674,386.6,2.0,0.3,0.9905
-118.1054,34.0453,468.4,3.4,0.5,1.3323
-118.0582,34.0231,293.5,4.7,0.5,1.5961
-118.0110,34.0010,468.4,4.8,0.3,1.2238
-117.9639,33.9788,468.4,4.2,0.3,1.2148
-117.9168,33.9566,385.1,2.3,0.3,1.2334
-117.8697,33.9344,385.1,2.4,0.3,1.0825
-117.8226,33.9122,385.1,2.4,0.3,0.9892
-117.7756,33.8900,351.9,2.2,0.3,0.8539
-117.7286,33.8677,386.6,2.3,0.3,0.5778
-117.6816,33.8454,468.4,1.4,0.0,-0.0453
-117.6346,33.8231,710.1,1.2,0.0,-0.0730
-117.5877,33.8008,710.1,1.2,0.0,-0.0769
-117.5407,33.7785,710.1,1.1,0.0,-0.3435
-117.4938,33.7561,386.6,0.7,0.0,-0.3037
-117.4470,33.7338,386.6,0.0,0.0,-0.2835
-117.4001,33.7114,351.9,0.0,0.0,-0.1773
-117.3533,33.6890,351.9,0.0,0.0,0.0338
-117.3065,33.6665,351.9,0.0,0.0,0.0984
-117.2597,33.6441,710.1,0.0,0.0,-0.1276
-119.0756,34.5451,385.1,3.0,0.3,0.6198
-119.0279,34.5234,468.4,0.3,0.1,0.2596
-118.9802,34.5016,468.4,5.3,0.1,0.1756
-118.9325,34.4798,468.4,6.2,0.1,0.1172
-118.8849,34.4580,468.4,5.8,0.1,0.3832
-118.8373,34.4362,385.1,6.2,0.2,0.6347
-118.7897,34.4144,293.5,6.0,1.1,1.8308
-118.7421,34.3925,385.1,4.5,0.3,0.7600
-118.6946,34.3707,468.4,3.7,0.3,0.7613
-118.6471,34.3488,468.4,1.7,0.3,0.8364
-118.5996,34.3269,385.1,0.6,0.3,0.9573
-118.5521,34.3049,385.1,2.5,0.1,0.6434
-118.5047,34.2830,351.9,3.5,0.3,1.0761
-118.4573,34.2610,386.6,2.5,0.3,1.1105
-118.4099,34.2390,293.5,2.5,0.3,1.0323
-118.3625,34.2170,293.5,1.3,0.3,0.8076
-118.3152,34.1950,351.9,0.8,0.7,0.6938
-118.2678,34.1729,351.9,0.5,0.1,-0.1994
-118.2205,34.1509,351.9,0.3,0.3,0.1665
-118.1733,34.1288,386.6,1.2,0.3,0.4339
-118.1260,34.1067,386.6,1.8,0.1,0.4332
-118.0788,34.0846,293.5,2.1,0.3,0.9961
-118.0316,34.0624,228.2,4.0,0.4,1.4766
-117.9844,34.0403,228.2,4.2,0.3,1.3928
-117.9372,34.0181,468.4,2.5,0.2,0.8134
-117.8901,33.9959,293.5,1.9,0.2,0.9800
-117.8430,33.9737,351.9,1.6,0.2,0.7414
-117.7959,33.9514,468.4,1.6,0.2,0.6289
-117.7489,33.9292,468.4,2.4,0.2,0.5188
-117.7018,33.9069,468.4,2.0,0.2,0.3588
-117.6548,33.8846,351.9,1.6,0.3,0.5545
-117.6079,33.8623,386.6,0.8,0.0,0.0574
-117.5609,33.8400,351.9,2.6,0.6,0.7370
-117.5140,33.8177,386.6,0.8,0.3,0.2845
-117.4671,33.7953,385.1,0.0,0.0,-0.2041
-117.4202,33.7729,518.9,0.0,0.0,-0.2650
-117.3733,33.7505,518.9,0.0,0.0,-0.1811
-117.3265,33.7281,710.1,0.0,0.0,-0.1422
-117.2797,33.7057,710.1,0.0,0.0,-0.1322
-117.2329,33.6832,386.6,0.0,0.0,-0.0543
-119.0493,34.5846,468.4,3.0,0.1,0.2644
-119.0016,34.5629,385.1,0.3,0.2,0.3169
-118.9539,34.5411,468.4,5.7,0.1,0.1165
-118.9062,34.5193,468.4,0.3,0.1,0.0420
-118.8586,34.4975,385.1,1.2,0.1,0.2109
-118.8109,34.4757,385.1,2.0,0.1,0.3495
-118.7633,34.4538,385.1,2.1,0.3,0.6716
-118.7158,34.4320,385.1,3.3,0.3,0.8120
-118.6682,34.4101,351.9,4.4,0.3,0.9716
-118.6207,34.3882,385.1,3.6,0.3,1.0996
-118.5732,34.3662,385.1,2.9,0.3,1.1098
-118.5257,34.3443,468.4,1.0,0.3,0.7984
-118.4782,34.3223,351.9,4.5,0.1,0.6408
-118.4308,34.3004,386.6,2.8,0.3,0.9903
-118.3834,34.2784,351.9,1.4,0.1,0.4859
-118.3360,34.2563,468.4,0.3,0.1,0.1274
-118.2886,34.2343,710.1,0.3,0.1,-0.4052
-118.2413,34.2123,351.9,0.3,0.1,-0.2567
-118.1940,34.1902,710.1,0.3,0.1,-0.4361
-118.1467,34.1681,386.6,0.8,0.1,-0.0873
-118.0994,34.1460,386.6,1.5,0.2,0.2510
-118.0522,34.1238,293.5,1.9,0.2,0.7251
-118.0050,34.1017,351.9,3.0,0.3,0.8947
-117.9578,34.0795,293.5,3.0,0.4,1.0906
-117.9106,34.0573,386.6,2.4,0.2,0.7395
-117.8634,34.0351,468.4,1.6,0.1,0.4799
-117.8163,34.0129,468.4,1.1,0.1,0.4233
-117.7692,33.9907,385.1,1.1,0.2,0.5335
-117.7222,33.9684,385.1,1.8,0.2,0.4843
-117.6751,33.9461,468.4,1.9,0.2,0.3519
-117.6281,33.9238,386.6,3.2,0.2,0.2926
-117.5811,33.9015,444.0,0.3,0.1,0.0661
-117.5341,33.8792,386.6,0.3,0.1,0.0572
-117.4872,33.8568,710.1,0.0,0.0,-0.1562
-117.3933,33.8121,710.1,0.0,0.0,-0.1309
-117.3465,33.7896,710.1,0.0,0.0,-0.1174
-117.2996,33.7672,710.1,0.0,0.0,-0.1535
-117.2528,33.7448,710.1,0.0,0.0,-0.2254
-117.2060,33.7223,386.6,0.0,0.0,-0.1651
-119.0230,34.6241,710.1,0.0,0.0,-0.0550
-118.9753,34.6023,710.1,0.3,0.1,0.0004
-118.9276,34.5805,468.4,0.3,0.1,0.0959
-118.8799,34.5587,468.4,0.3,0.1,0.1363
-118.8322,34.5369,468.4,0.5,0.1,0.1766
-118.7846,34.5151,385.1,2.0,0.1,0.3392
-118.7369,34.4932,385.1,2.5,0.3,0.6879
-118.6893,34.4714,385.1,3.8,0.3,0.7768
-118.6418,34.4495,444.0,3.4,0.1,0.5998
-118.5942,34.4276,351.9,4.1,0.5,1.2563
-118.5467,34.4056,293.5,2.1,0.5,1.4116
-118.4992,34.3837,351.9,2.1,0.3,0.9031
-118.4517,34.3617,710.1,5.9,0.1,0.3018
-118.4043,34.3397,710.1,3.4,0.1,0.2736
-118.3568,34.3177,710.1,3.1,0.1,0.2169
-118.3094,34.2957,710.1,3.5,0.1,-0.1555
-118.2621,34.2736,710.1,0.3,0.1,-0.2902
-118.2147,34.2516,710.1,0.3,0.1,-0.3164
-118.1674,34.2295,710.1,0.3,0.1,-0.2599
-118.1201,34.2074,710.1,0.8,0.1,-0.1865
-118.0728,34.1853,710.1,1.4,0.1,-0.0377
-118.0255,34.1631,351.9,1.6,0.1,0.4047
-117.9783,34.1410,351.9,1.8,0.2,0.5234
-117.9311,34.1188,293.5,2.0,0.2,0.6551
-117.8839,34.0966,293.5,1.7,0.2,0.7187
-117.8368,34.0744,385.1,0.8,0.2,0.4171
-117.7896,34.0521,293.5,0.3,0.2,0.4879
-117.7425,34.0299,293.5,0.5,0.2,0.5147
-117.6954,34.0076,293.5,1.1,0.2,0.5604
-117.6484,33.9853,293.5,0.6,0.2,0.4147
-117.6013,33.9630,293.5,0.3,0.2,0.2942
-117.5543,33.9407,386.6,0.3,0.1,-0.0274
-117.5073,33.9183,710.1,0.3,0.1,-0.1647
-117.4604,33.8960,386.6,0.3,0.3,0.3854
-117.4134,33.8736,710.1,0.0,0.0,-0.1415
-117.3665,33.8512,710.1,0.0,0.0,-0.0774
-117.3196,33.8288,386.6,0.0,0.0,0.0337
-117.2727,33.8063,710.1,0.0,0.0,-0.2819
-117.2259,33.7839,386.6,0.0,0.0,-0.2828
-117.1791,33.7614,386.6,0.0,0.0,-0.3111
-118.9967,34.6636,710.1,0.0,0.0,-0.0709
-118.9490,34.6418,710.1,0.0,0.0,-0.0210
-118.9012,34.6200,710.1,0.3,0.1,0.0355
-118.8535,34.5982,468.4,0.3,0.1,0.0996
-118.8058,34.5764,385.1,0.3,0.1,0.1831
-118.7582,34.5545,385.1,0.3,0.1,0.3367
-118.7105,34.5327,385.1,0.3,0.1,0.4379
-118.6629,34.5108,468.4,0.3,0.3,0.5791
-118.6153,34.4889,293.5,1.8,0.3,0.8377
-118.5678,34.4669,444.0,2.0,0.1,0.6569
-118.5202,34.4450,444.0,2.0,0.1,0.7272
-118.4727,34.4230,293.5,2.0,0.3,1.1119
-118.4252,34.4011,468.4,1.6,0.1,0.5845
-118.3777,34.3791,710.1,0.3,0.1,0.1178
-118.3303,34.3570,710.1,0.3,0.1,-0.0241
-118.2829,34.3350,710.1,0.3,0.1,-0.0635
-118.2355,34.3130,710.1,0.3,0.1,-0.0835
-118.1881,34.2909,710.1,0.3,0.1,-0.0535
-118.1408,34.2688,710.1,0.0,0.0,-0.0720
-118.0934,34.2467,710.1,0.7,0.0,-0.0070
-118.0461,34.2245,710.1,1.1,0.0,0.0469
-117.9989,34.2024,710.1,1.3,0.1,0.0693
-117.9516,34.1802,710.1,1.3,0.1,0.0773
-117.9044,34.1580,710.1,2.0,0.1,0.1186
-117.8572,34.1358,351.9,1.3,0.2,0.4853
-117.8100,34.1136,518.9,0.8,0.2,0.2893
-117.7629,34.0913,293.5,0.6,0.2,0.3226
-117.7158,34.0691,293.5,0.8,0.2,0.3823
-117.6687,34.0468,293.5,0.5,0.2,0.3634
-117.6216,34.0245,293.5,0.5,0.2,0.2636
-117.5745,34.0022,293.5,0.3,0.2,0.1515
-117.5275,33.9799,386.6,0.3,0.1,-0.1360
-117.4805,33.9575,386.6,0.3,0.1,-0.1543
-117.4335,33.9351,386.6,0.3,0.1,-0.1201
-117.3866,33.9127,386.6,0.3,0.3,0.2714
-117.3396,33.8903,710.1,0.0,0.0,-0.1124
-117.2927,33.8679,710.1,0.0,0.0,-0.1721
-117.2458,33.8455,386.6,0.0,0.0,-0.3817
-117.1990,33.8230,386.6,0.0,0.0,-0.5303
-117.1522,33.8005,386.6,0.0,0.0,-0.4315
-118.9704,34.7030,710.1,0.0,0.0,-0.1421
-118.9226,34.6812,710.1,0.0,0.0,-0.1791
-118.8748,34.6594,710.1,0.0,0.0,-0.2418
-118.8271,34.6376,710.1,0.0,0.0,-0.2331
-118.7794,34.6158,710.1,5.0,0.1,-0.1079
-118.7317,34.5939,468.4,0.3,0.3,0.4983
-118.6841,34.5721,385.1,0.3,0.3,0.5320
-118.6364,34.5502,385.1,1.6,0.3,0.4522
-118.5413,34.5063,468.4,2.0,0.2,0.5586
-118.4937,34.4844,468.4,2.0,0.1,0.4999
-118.4462,34.4624,468.4,2.0,0.1,0.4805
-118.3987,34.4404,351.9,1.6,0.1,0.4343
-118.3512,34.4184,710.1,0.7,0.1,-0.0131
-118.3037,34.3964,710.1,0.3,0.1,-0.0486
-118.2563,34.3743,710.1,0.3,0.1,0.0007
-118.2089,34.3523,710.1,0.3,0.1,0.0216
-118.1615,34.3302,710.1,0.3,0.1,0.0270
-118.1141,34.3081,351.9,0.6,0.0,0.1471
-118.0668,34.2860,710.1,0.8,0.0,0.0121
-118.0195,34.2638,710.1,1.1,0.0,0.0018
-117.9722,34.2416,710.1,1.1,0.0,-0.0326
-117.9249,34.2195,710.1,1.1,0.1,0.0736
-117.8777,34.1973,710.1,0.8,0.1,0.1716
-117.8305,34.1751,710.1,1.1,0.1,0.1134
-117.7833,34.1528,710.1,0.3,0.1,-0.0835
-117.7361,34.1306,386.6,1.1,0.1,-0.0385
-117.6890,34.1083,351.9,1.1,0.1,0.1132
-117.6419,34.0860,351.9,0.7,0.3,0.3332
-117.5948,34.0637,293.5,0.4,0.2,0.1592
-117.5477,34.0414,293.5,0.3,0.2,0.0626
-117.5007,34.0190,386.6,0.3,0.1,-0.3737
-117.4536,33.9966,710.1,0.3,0.1,-0.4220
-117.4067,33.9743,351.9,0.3,0.2,-0.1269
-117.3597,33.9519,386.6,0.3,0.1,-0.0698
-117.3127,33.9294,710.1,0.0,0.0,-0.2571
-117.2658,33.9070,386.6,0.0,0.0,-0.2308
-117.2189,33.8846,293.5,0.0,0.0,-0.3748
-117.1252,33.8396,293.5,0.0,0.0,-0.3194
