lon,lat,Vs30_Wills,Z2p5,Z1,ln_Amp760
-119.0638,34.2825,386.6,5.2,0.3,1.6053
-119.0162,34.2607,444.0,2.5,0.3,1.5134
-118.9687,34.2390,386.6,3.1,0.3,1.2122
-118.9212,34.2172,518.9,2.6,0.3,0.8738
-118.8737,34.1954,386.6,0.3,0.3,0.9817
-118.8263,34.1736,385.1,0.3,0.3,0.9757
-118.7788,34.1517,518.9,2.2,0.3,0.8564
-118.7314,34.1298,385.1,1.9,0.1,0.6850
-118.6840,34.1080,518.9,1.0,0.1,0.3419
-118.6367,34.0861,468.4,0.3,0.3,0.5614
-118.5893,34.0641,502.5,0.0,0.0,0.1438
-118.5420,34.0422,386.6,3.0,0.3,0.8084
-118.4947,34.0202,386.6,3.0,0.7,1.5349
-118.4475,33.9983,293.5,4.5,0.6,1.6948
-118.4002,33.9763,386.6,4.7,0.6,1.5770
-118.3530,33.9542,386.6,4.2,0.6,1.5954
-118.3058,33.9322,386.6,3.4,0.6,1.5975
-118.2586,33.9101,386.6,3.6,0.7,1.5831
-118.2115,33.8881,228.2,4.2,0.8,1.9426
-118.1643,33.8660,228.2,4.5,0.8,1.9644
-118.1172,33.8439,228.2,4.6,0.8,1.9961
-118.0702,33.8217,228.2,4.5,0.8,2.0441
-118.0231,33.7996,228.2,4.8,0.8,2.0395
-117.9761,33.7774,228.2,4.8,0.7,1.8016
-117.9291,33.7552,228.2,4.9,0.6,1.5105
-117.8821,33.7330,293.5,4.7,0.5,1.0353
-117.8351,33.7108,228.2,2.0,0.3,1.2360
-117.7882,33.6886,293.5,1.8,0.3,0.6495
-117.7413,33.6663,293.5,1.5,0.0,-0.3059
-117.6944,33.6440,386.6,1.5,0.0,-0.4642
-117.6476,33.6218,385.1,1.4,0.0,-0.3249
-117.6007,33.5994,468.4,1.1,0.0,-0.2206
-117.5539,33.5771,502.5,0.0,0.0,-0.0417
-117.5071,33.5548,502.5,0.0,0.0,0.0809
-117.4604,33.5324,518.9,0.0,0.0,0.1459
-117.4136,33.5100,710.1,0.0,0.0,0.0091
-117.3669,33.4876,351.9,0.0,0.0,0.2982
-119.1804,34.3871,385.1,3.1,0.3,0.9881
-119.1328,34.3654,385.1,5.2,0.3,1.0555
-119.0852,34.3437,293.5,6.6,1.0,2.1093
-119.0376,34.3220,385.1,1.2,0.3,1.5678
-118.9900,34.3002,444.0,2.5,0.3,1.4820
-118.9425,34.2784,444.0,3.1,0.3,1.1749
-118.8950,34.2566,444.0,3.1,0.3,0.9896
-118.8475,34.2348,468.4,1.0,0.3,0.9793
-118.8000,34.2130,502.5,0.3,0.3,0.9660
-118.7525,34.1911,502.5,2.9,0.1,0.6196
-118.7051,34.1693,385.1,2.6,0.1,0.7081
-118.6577,34.1474,385.1,2.3,0.1,0.5827
-118.6103,34.1254,385.1,1.8,0.1,0.4274
-118.5630,34.1035,468.4,0.3,0.1,0.4384
-118.5156,34.0816,710.1,0.3,0.1,0.3647
-118.4683,34.0596,386.6,0.5,0.3,0.9950
-118.4210,34.0376,293.5,4.5,0.7,1.7308
-118.3738,34.0156,444.0,4.0,0.6,1.5660
-118.3265,33.9936,386.6,4.5,0.7,1.7265
-118.2793,33.9715,293.5,5.3,0.8,2.0101
-118.2321,33.9495,228.2,5.7,0.9,2.1448
-118.1850,33.9274,228.2,5.6,0.9,1.9857
-118.1378,33.9053,228.2,5.3,0.9,2.0415
-118.0907,33.8832,228.2,4.7,0.8,2.0313
-118.0436,33.8610,228.2,4.5,0.8,2.1113
-117.9966,33.8389,228.2,3.7,0.7,1.9719
-117.9495,33.8167,228.2,4.2,0.7,1.8052
-117.9025,33.7945,228.2,3.0,0.5,1.4739
-117.8555,33.7723,293.5,3.5,0.3,1.0219
-117.8085,33.7501,293.5,1.9,0.3,1.0054
-117.7616,33.7278,351.9,1.4,0.0,0.0912
-117.7147,33.7055,502.5,1.1,0.0,-0.5054
-117.6678,33.6832,468.4,1.1,0.0,-0.5210
-117.6209,33.6609,468.4,1.1,0.0,-0.3082
-117.5740,33.6386,468.4,0.3,0.0,-0.0626
-117.5272,33.6163,502.5,0.0,0.0,0.0871
-117.4804,33.5939,710.1,0.0,0.0,0.0362
-117.4336,33.5716,710.1,0.0,0.0,0.0769
-117.3869,33.5492,710.1,0.0,0.0,0.0757
-117.3401,33.5267,710.1,0.0,0.0,0.0346
-119.1543,34.4266,385.1,1.7,0.4,1.0107
-119.1066,34.4049,351.9,4.0,0.3,1.1266
-119.0590,34.3832,385.1,6.0,0.5,1.4053
-119.0114,34.3614,293.5,6.3,1.1,2.3608
-118.9638,34.3397,385.1,1.6,0.3,1.5363
-118.9162,34.3179,386.6,2.9,0.3,1.2143
-118.8687,34.2961,444.0,3.2,0.3,0.9946
-118.8212,34.2743,518.9,2.0,0.3,0.9628
-118.7737,34.2524,351.9,0.9,0.3,1.1078
-118.7262,34.2305,468.4,0.3,0.3,0.9137
-118.6788,34.2087,502.5,0.3,0.1,0.5226
-118.6313,34.1868,293.5,2.6,0.2,0.9709
-118.5839,34.1648,385.1,2.1,0.2,0.5975
-118.5366,34.1429,502.5,0.5,0.1,0.2987
-118.4892,34.1209,710.1,0.3,0.3,0.4752
-118.4419,34.0990,710.1,0.3,0.1,0.3232
-118.3946,34.0770,351.9,5.0,0.3,1.0953
-118.3473,34.0549,386.6,2.4,0.3,1.1704
-118.3001,34.0329,293.5,2.5,0.4,1.4410
-118.2528,34.0108,293.5,4.4,0.6,1.6341
-118.2056,33.9888,293.5,5.0,0.8,1.6917
-118.1585,33.9667,228.2,5.0,0.8,1.8738
-118.1113,33.9446,228.2,4.2,0.8,1.9400
-118.0642,33.9224,386.6,3.6,0.7,1.7124
-118.0171,33.9003,386.6,3.1,0.7,1.7485
-117.9700,33.8781,351.9,3.2,0.7,1.7610
-117.9229,33.8559,228.2,4.5,0.7,1.9720
-117.8759,33.8337,293.5,3.5,0.5,1.4083
-117.8289,33.8115,293.5,2.1,0.3,1.0653
-117.7819,33.7893,518.9,1.8,0.0,0.1195
-117.7349,33.7670,385.1,1.4,0.0,-0.1046
-117.6880,33.7447,468.4,1.1,0.0,-0.4626
-117.6411,33.7224,502.5,0.8,0.0,-0.4429
-117.5942,33.7001,710.1,0.8,0.0,-0.2360
-117.5473,33.6778,518.9,0.0,0.0,0.1219
-117.5005,33.6555,710.1,0.0,0.0,0.0506
-117.4537,33.6331,710.1,0.0,0.0,0.1240
-117.4069,33.6107,710.1,0.0,0.0,0.1230
-117.3601,33.5883,710.1,0.0,0.0,0.1208
-117.3134,33.5659,710.1,0.0,0.0,0.0497
-119.1281,34.4661,385.1,1.8,0.1,0.6543
-119.0804,34.4444,385.1,4.0,0.1,0.7299
-119.0327,34.4227,386.6,4.5,0.1,0.8749
-118.9851,34.4009,351.9,6.2,0.9,1.9432
-118.9375,34.3791,293.5,6.0,1.1,2.1567
-118.8899,34.3573,385.1,1.2,0.3,1.1907
-118.8424,34.3355,385.1,2.1,0.3,1.0896
-118.7948,34.3137,468.4,2.0,0.3,0.9541
-118.7473,34.2918,468.4,1.4,0.3,0.8973
-118.6999,34.2700,385.1,0.9,0.3,0.9430
-118.6524,34.2481,502.5,0.3,0.1,0.5296
-118.6050,34.2262,293.5,2.5,0.1,0.8754
-118.5575,34.2042,293.5,2.5,0.2,0.8974
-118.5102,34.1823,293.5,1.9,0.2,0.7891
-118.4628,34.1603,293.5,1.6,0.4,1.0216
-118.4155,34.1383,385.1,1.0,0.2,0.7832
-118.3681,34.1163,710.1,5.1,0.3,0.6766
-118.3209,34.0943,293.5,2.0,0.3,1.0054
-118.2736,34.0722,385.1,2.0,0.3,1.0281
-118.2263,34.0502,351.9,2.2,0.3,1.2158
-118.1791,34.0281,386.6,2.5,0.5,1.3262
-118.1319,34.0060,386.6,2.9,0.6,1.4357
-118.0848,33.9839,228.2,3.7,0.6,1.9958
-118.0376,33.9617,351.9,3.6,0.6,1.7916
-117.9905,33.9396,386.6,3.6,0.6,1.7988
-117.9434,33.9174,351.9,3.6,0.6,1.7848
-117.8963,33.8952,385.1,4.0,0.6,1.5079
-117.8493,33.8730,386.6,2.5,0.5,1.1908
-117.8022,33.8507,351.9,2.2,0.3,0.8833
-117.7552,33.8285,385.1,1.8,0.0,0.1273
-117.7083,33.8062,468.4,1.4,0.0,-0.1862
-117.6613,33.7839,502.5,1.1,0.0,-0.2734
-117.6144,33.7616,351.9,1.1,0.0,0.0113
-117.5675,33.7393,710.1,1.1,0.0,-0.1882
-117.5206,33.7170,710.1,0.7,0.0,-0.1724
-117.4737,33.6946,710.1,0.0,0.0,-0.1271
-117.4269,33.6722,710.1,0.0,0.0,-0.0646
-117.3801,33.6498,386.6,0.0,0.0,0.2981
-117.3333,33.6274,386.6,0.0,0.0,0.3386
-117.2865,33.6050,293.5,0.0,0.0,0.4530
-119.1018,34.5056,385.1,0.3,0.1,0.5494
-119.0542,34.4839,385.1,0.3,0.1,0.5177
-119.0065,34.4622,468.4,4.0,0.1,0.4595
-118.9588,34.4404,468.4,6.0,0.1,0.6118
-118.9112,34.4186,385.1,6.1,0.6,1.3111
-118.8636,34.3968,351.9,6.1,1.2,1.7852
-118.8161,34.3750,468.4,1.1,0.3,1.0198
-118.7685,34.3531,351.9,1.6,0.3,0.9914
-118.7210,34.3313,444.0,1.7,0.3,0.8357
-118.6735,34.3094,385.1,0.8,0.3,0.9386
-118.6260,34.2875,502.5,0.3,0.1,0.5552
-118.5786,34.2655,386.6,2.8,0.1,0.7234
-118.5311,34.2436,386.6,3.0,0.3,1.0323
-118.4837,34.2216,293.5,3.1,0.3,1.1610
-118.4363,34.1997,293.5,2.5,0.3,1.1468
-118.3890,34.1777,293.5,1.2,0.3,1.1902
-118.3417,34.1556,293.5,1.0,0.5,1.2082
-118.2944,34.1336,518.9,0.3,0.1,0.0594
-118.2471,34.1116,386.6,1.2,0.3,0.3741
-118.1998,34.0895,385.1,2.0,0.3,0.9923
-118.1526,34.0674,386.6,2.0,0.3,1.2103
-118.1054,34.0453,468.4,3.4,0.5,1.3610
-118.0582,34.0231,293.5,4.7,0.5,1.6836
-118.0110,34.0010,468.4,4.8,0.3,1.3915
-117.9639,33.9788,468.4,4.2,0.3,1.4222
-117.9168,33.9566,385.1,2.3,0.3,1.3751
-117.8697,33.9344,385.1,2.4,0.3,1.1914
-117.8226,33.9122,385.1,2.4,0.3,1.0150
-117.7756,33.8900,351.9,2.2,0.3,0.8362
-117.7286,33.8677,386.6,2.3,0.3,0.4927
-117.6816,33.8454,468.4,1.4,0.0,-0.1141
-117.6346,33.8231,710.1,1.2,0.0,-0.1525
-117.5877,33.8008,710.1,1.2,0.0,-0.0994
-117.5407,33.7785,710.1,1.1,0.0,-0.3722
-117.4938,33.7561,386.6,0.7,0.0,-0.2140
-117.4470,33.7338,386.6,0.0,0.0,-0.1833
-117.4001,33.7114,351.9,0.0,0.0,-0.0275
-117.3533,33.6890,351.9,0.0,0.0,0.2486
-117.3065,33.6665,351.9,0.0,0.0,0.3281
-117.2597,33.6441,710.1,0.0,0.0,-0.0500
-119.0756,34.5451,385.1,3.0,0.3,0.7053
-119.0279,34.5234,468.4,0.3,0.1,0.3610
-118.9802,34.5016,468.4,5.3,0.1,0.3567
-118.9325,34.4798,468.4,6.2,0.1,0.3867
-118.8849,34.4580,468.4,5.8,0.1,0.6030
-118.8373,34.4362,385.1,6.2,0.2,0.8325
-118.7897,34.4144,293.5,6.0,1.1,1.8027
-118.7421,34.3925,385.1,4.5,0.3,0.9298
-118.6946,34.3707,468.4,3.7,0.3,0.8844
-118.6471,34.3488,468.4,1.7,0.3,0.9550
-118.5996,34.3269,385.1,0.6,0.3,1.0687
-118.5521,34.3049,385.1,2.5,0.1,0.7592
-118.5047,34.2830,351.9,3.5,0.3,1.1221
-118.4573,34.2610,386.6,2.5,0.3,1.1186
-118.4099,34.2390,293.5,2.5,0.3,1.1378
-118.3625,34.2170,293.5,1.3,0.3,1.1006
-118.3152,34.1950,351.9,0.8,0.7,1.1069
-118.2678,34.1729,351.9,0.5,0.1,0.0942
-118.2205,34.1509,351.9,0.3,0.3,0.3537
-118.1733,34.1288,386.6,1.2,0.3,0.7032
-118.1260,34.1067,386.6,1.8,0.1,0.7041
-118.0788,34.0846,293.5,2.1,0.3,1.1585
-118.0316,34.0624,228.2,4.0,0.4,1.5994
-117.9844,34.0403,228.2,4.2,0.3,1.6433
-117.9372,34.0181,468.4,2.5,0.2,1.0040
-117.8901,33.9959,293.5,1.9,0.2,1.2235
-117.8430,33.9737,351.9,1.6,0.2,0.9467
-117.7959,33.9514,468.4,1.6,0.2,0.7246
-117.7489,33.9292,468.4,2.4,0.2,0.5782
-117.7018,33.9069,468.4,2.0,0.2,0.3776
-117.6548,33.8846,351.9,1.6,0.3,0.5907
-117.6079,33.8623,386.6,0.8,0.0,0.1446
-117.5609,33.8400,351.9,2.6,0.6,0.7346
-117.5140,33.8177,386.6,0.8,0.3,0.3005
-117.4671,33.7953,385.1,0.0,0.0,-0.1186
-117.4202,33.7729,518.9,0.0,0.0,-0.2352
-117.3733,33.7505,518.9,0.0,0.0,-0.1246
-117.3265,33.7281,710.1,0.0,0.0,-0.1085
-117.2797,33.7057,710.1,0.0,0.0,-0.0914
-117.2329,33.6832,386.6,0.0,0.0,0.0979
-119.0493,34.5846,468.4,3.0,0.1,0.3863
-119.0016,34.5629,385.1,0.3,0.2,0.5222
-118.9539,34.5411,468.4,5.7,0.1,0.3632
-118.9062,34.5193,468.4,0.3,0.1,0.3364
-118.8586,34.4975,385.1,1.2,0.1,0.5240
-118.8109,34.4757,385.1,2.0,0.1,0.6224
-118.7633,34.4538,385.1,2.1,0.3,0.8834
-118.7158,34.4320,385.1,3.3,0.3,0.9783
-118.6682,34.4101,351.9,4.4,0.3,1.1261
-118.6207,34.3882,385.1,3.6,0.3,1.1845
-118.5732,34.3662,385.1,2.9,0.3,1.1553
-118.5257,34.3443,468.4,1.0,0.3,0.8113
-118.4782,34.3223,351.9,4.5,0.1,0.7467
-118.4308,34.3004,386.6,2.8,0.3,1.1144
-118.3834,34.2784,351.9,1.4,0.1,0.7120
-118.3360,34.2563,468.4,0.3,0.1,0.2690
-118.2886,34.2343,710.1,0.3,0.1,-0.2942
-118.2413,34.2123,351.9,0.3,0.1,-0.0347
-118.1940,34.1902,710.1,0.3,0.1,-0.3352
-118.1467,34.1681,386.6,0.8,0.1,0.1923
-118.0994,34.1460,386.6,1.5,0.2,0.4828
-118.0522,34.1238,293.5,1.9,0.2,0.8771
-118.0050,34.1017,351.9,3.0,0.3,0.9578
-117.9578,34.0795,293.5,3.0,0.4,1.1765
-117.9106,34.0573,386.6,2.4,0.2,0.8352
-117.8634,34.0351,468.4,1.6,0.1,0.6509
-117.8163,34.0129,468.4,1.1,0.1,0.6326
-117.7692,33.9907,385.1,1.1,0.2,0.7870
-117.7222,33.9684,385.1,1.8,0.2,0.7396
-117.6751,33.9461,468.4,1.9,0.2,0.5615
-117.6281,33.9238,386.6,3.2,0.2,0.5085
-117.5811,33.9015,444.0,0.3,0.1,0.1795
-117.5341,33.8792,386.6,0.3,0.1,0.1587
-117.4872,33.8568,710.1,0.0,0.0,-0.1483
-117.3933,33.8121,710.1,0.0,0.0,-0.1186
-117.3465,33.7896,710.1,0.0,0.0,-0.1070
-117.2996,33.7672,710.1,0.0,0.0,-0.1579
-117.2528,33.7448,710.1,0.0,0.0,-0.2371
-117.2060,33.7223,386.6,0.0,0.0,-0.0515
-119.0230,34.6241,710.1,0.0,0.0,0.0409
-118.9753,34.6023,710.1,0.3,0.1,0.1355
-118.9276,34.5805,468.4,0.3,0.1,0.3490
-118.8799,34.5587,468.4,0.3,0.1,0.4065
-118.8322,34.5369,468.4,0.5,0.1,0.4378
-118.7846,34.5151,385.1,2.0,0.1,0.5992
-118.7369,34.4932,385.1,2.5,0.3,0.8928
-118.6893,34.4714,385.1,3.8,0.3,0.9912
-118.6418,34.4495,444.0,3.4,0.1,0.8200
-118.5942,34.4276,351.9,4.1,0.5,1.4059
-118.5467,34.4056,293.5,2.1,0.5,1.5554
-118.4992,34.3837,351.9,2.1,0.3,1.0469
-118.4517,34.3617,710.1,5.9,0.1,0.3916
-118.4043,34.3397,710.1,3.4,0.1,0.4085
-118.3568,34.3177,710.1,3.1,0.1,0.3147
-118.3094,34.2957,710.1,3.5,0.1,-0.1107
-118.2621,34.2736,710.1,0.3,0.1,-0.2436
-118.2147,34.2516,710.1,0.3,0.1,-0.2459
-118.1674,34.2295,710.1,0.3,0.1,-0.1654
-118.1201,34.2074,710.1,0.8,0.1,-0.0710
-118.0728,34.1853,710.1,1.4,0.1,0.0456
-118.0255,34.1631,351.9,1.6,0.1,0.5535
-117.9783,34.1410,351.9,1.8,0.2,0.6546
-117.9311,34.1188,293.5,2.0,0.2,0.7896
-117.8839,34.0966,293.5,1.7,0.2,0.8652
-117.8368,34.0744,385.1,0.8,0.2,0.6134
-117.7896,34.0521,293.5,0.3,0.2,0.7837
-117.7425,34.0299,293.5,0.5,0.2,0.8595
-117.6954,34.0076,293.5,1.1,0.2,0.9175
-117.6484,33.9853,293.5,0.6,0.2,0.7845
-117.6013,33.9630,293.5,0.3,0.2,0.6134
-117.5543,33.9407,386.6,0.3,0.1,0.1753
-117.5073,33.9183,710.1,0.3,0.1,-0.1184
-117.4604,33.8960,386.6,0.3,0.3,0.5037
-117.4134,33.8736,710.1,0.0,0.0,-0.0733
-117.3665,33.8512,710.1,0.0,0.0,-0.0233
-117.3196,33.8288,386.6,0.0,0.0,0.1688
-117.2727,33.8063,710.1,0.0,0.0,-0.3113
-117.2259,33.7839,386.6,0.0,0.0,-0.2137
-117.1791,33.7614,386.6,0.0,0.0,-0.2243
-118.9967,34.6636,710.1,0.0,0.0,0.0258
-118.9490,34.6418,710.1,0.0,0.0,0.0992
-118.9012,34.6200,710.1,0.3,0.1,0.1683
-118.8535,34.5982,468.4,0.3,0.1,0.3345
-118.8058,34.5764,385.1,0.3,0.1,0.4528
-118.7582,34.5545,385.1,0.3,0.1,0.5559
-118.7105,34.5327,385.1,0.3,0.1,0.6790
-118.6629,34.5108,468.4,0.3,0.3,0.8532
-118.6153,34.4889,293.5,1.8,0.3,1.2006
-118.5678,34.4669,444.0,2.0,0.1,0.9452
-118.5202,34.4450,444.0,2.0,0.1,0.9886
-118.4727,34.4230,293.5,2.0,0.3,1.3757
-118.4252,34.4011,468.4,1.6,0.1,0.8031
-118.3777,34.3791,710.1,0.3,0.1,0.2632
-118.3303,34.3570,710.1,0.3,0.1,0.0909
-118.2829,34.3350,710.1,0.3,0.1,0.0146
-118.2355,34.3130,710.1,0.3,0.1,-0.0059
-118.1881,34.2909,710.1,0.3,0.1,0.0423
-118.1408,34.2688,710.1,0.0,0.0,0.0277
-118.0934,34.2467,710.1,0.7,0.0,0.0445
-118.0461,34.2245,710.1,1.1,0.0,0.0811
-117.9989,34.2024,710.1,1.3,0.1,0.1305
-117.9516,34.1802,710.1,1.3,0.1,0.1481
-117.9044,34.1580,710.1,2.0,0.1,0.1583
-117.8572,34.1358,351.9,1.3,0.2,0.6499
-117.8100,34.1136,518.9,0.8,0.2,0.4042
-117.7629,34.0913,293.5,0.6,0.2,0.5977
-117.7158,34.0691,293.5,0.8,0.2,0.7136
-117.6687,34.0468,293.5,0.5,0.2,0.7301
-117.6216,34.0245,293.5,0.5,0.2,0.6287
-117.5745,34.0022,293.5,0.3,0.2,0.4791
-117.5275,33.9799,386.6,0.3,0.1,0.1034
-117.4805,33.9575,386.6,0.3,0.1,0.0595
-117.4335,33.9351,386.6,0.3,0.1,0.1039
-117.3866,33.9127,386.6,0.3,0.3,0.4492
-117.3396,33.8903,710.1,0.0,0.0,-0.0233
-117.2927,33.8679,710.1,0.0,0.0,-0.1467
-117.2458,33.8455,386.6,0.0,0.0,-0.3193
-117.1990,33.8230,386.6,0.0,0.0,-0.4866
-117.1522,33.8005,386.6,0.0,0.0,-0.3526
-118.9704,34.7030,710.1,0.0,0.0,-0.0544
-118.9226,34.6812,710.1,0.0,0.0,-0.0855
-118.8748,34.6594,710.1,0.0,0.0,-0.1447
-118.8271,34.6376,710.1,0.0,0.0,-0.1322
-118.7794,34.6158,710.1,5.0,0.1,0.0061
-118.7317,34.5939,468.4,0.3,0.3,0.6958
-118.6841,34.5721,385.1,0.3,0.3,0.8502
-118.6364,34.5502,385.1,1.6,0.3,0.7962
-118.5413,34.5063,468.4,2.0,0.2,0.8117
-118.4937,34.4844,468.4,2.0,0.1,0.7434
-118.4462,34.4624,468.4,2.0,0.1,0.7070
-118.3987,34.4404,351.9,1.6,0.1,0.6961
-118.3512,34.4184,710.1,0.7,0.1,0.1054
-118.3037,34.3964,710.1,0.3,0.1,0.0465
-118.2563,34.3743,710.1,0.3,0.1,0.0972
-118.2089,34.3523,710.1,0.3,0.1,0.1222
-118.1615,34.3302,710.1,0.3,0.1,0.1149
-118.1141,34.3081,351.9,0.6,0.0,0.3416
-118.0668,34.2860,710.1,0.8,0.0,0.0317
-118.0195,34.2638,710.1,1.1,0.0,0.0251
-117.9722,34.2416,710.1,1.1,0.0,0.0299
-117.9249,34.2195,710.1,1.1,0.1,0.1360
-117.8777,34.1973,710.1,0.8,0.1,0.2342
-117.8305,34.1751,710.1,1.1,0.1,0.1679
-117.7833,34.1528,710.1,0.3,0.1,-0.0270
-117.7361,34.1306,386.6,1.1,0.1,0.1707
-117.6890,34.1083,351.9,1.1,0.1,0.3847
-117.6419,34.0860,351.9,0.7,0.3,0.6112
-117.5948,34.0637,293.5,0.4,0.2,0.5048
-117.5477,34.0414,293.5,0.3,0.2,0.3875
-117.5007,34.0190,386.6,0.3,0.1,-0.1015
-117.4536,33.9966,710.1,0.3,0.1,-0.2942
-117.4067,33.9743,351.9,0.3,0.2,0.1439
-117.3597,33.9519,386.6,0.3,0.1,0.1756
-117.3127,33.9294,710.1,0.0,0.0,-0.1658
-117.2658,33.9070,386.6,0.0,0.0,-0.1081
-117.2189,33.8846,293.5,0.0,0.0,-0.2697
-117.1252,33.8396,293.5,0.0,0.0,-0.1790
-118.9440,34.7425,710.1,0.0,0.0,-0.1560
