5,0.11659,0.18686,0.31375,0.38182,0.47854,0.21594,0.35636,0.58775,0.68272,0.81075,0.1857,0.33665,0.5705,0.64308,0.73174,0.13969,0.26551,0.44558,0.48315,0.52286,0.075291,0.16877,0.31646,0.34867,0.37987,0.039107,0.093987,0.18424,0.20201,0.21855,0.026852,0.067934,0.14038,0.15575,0.17111,0.0072794,0.025021,0.066545,0.07887,0.092127,0.0033918,0.015685,0.055711,0.074156,0.097657,0.0016605,0.009585,0.041586,0.059583,0.084349,0.001029,0.0070912,0.036557,0.056226,0.085608
6,0.10319,0.16784,0.28601,0.35064,0.44271,0.19193,0.32193,0.53939,0.63103,0.75473,0.16541,0.30421,0.52254,0.59222,0.67755,0.12481,0.24075,0.40957,0.4464,0.48558,0.06738,0.15333,0.29153,0.32284,0.35354,0.035262,0.086067,0.17112,0.18857,0.20505,0.024242,0.062287,0.13053,0.14555,0.16069,0.0066042,0.023062,0.062211,0.074076,0.086931,0.00307,0.014418,0.051912,0.069385,0.091752,0.001517,0.0089,0.039171,0.056363,0.080133,0.00094211,0.0065994,0.034515,0.053307,0.081502
7,0.091991,0.15172,0.26215,0.32361,0.41144,0.17178,0.29255,0.49747,0.58589,0.70546,0.14834,0.27654,0.48107,0.54802,0.63018,0.11226,0.21956,0.37834,0.41435,0.45291,0.0607,0.1401,0.26987,0.30029,0.33043,0.031991,0.079221,0.15961,0.17674,0.1931,0.022017,0.057399,0.12189,0.13655,0.15145,0.006026,0.021358,0.058386,0.069825,0.0823,0.0027951,0.013318,0.048571,0.065171,0.086515,0.0013931,0.0082987,0.037019,0.05348,0.076341,0.00086683,0.0061664,0.032689,0.050684,0.077797
8,0.082537,0.13792,0.24144,0.3,0.38392,0.15468,0.26724,0.46082,0.54617,0.6618,0.13385,0.25271,0.44492,0.50928,0.58847,0.10157,0.20126,0.35102,0.38618,0.42405,0.055003,0.12866,0.25089,0.28044,0.30999,0.029179,0.073255,0.14945,0.16623,0.18245,0.020104,0.053133,0.11425,0.12855,0.14321,0.0055262,0.019863,0.054985,0.066029,0.078146,0.0025581,0.012356,0.04561,0.061422,0.081836,0.0012852,0.0077668,0.035088,0.050883,0.072909,0.00080111,0.0057822,0.031045,0.048314,0.074432
9,0.074479,0.126,0.22332,0.27921,0.35953,0.14004,0.24526,0.42854,0.51096,0.62284,0.12142,0.23203,0.41316,0.47509,0.55146,0.092378,0.18532,0.32694,0.36125,0.39838,0.050101,0.11868,0.23414,0.26285,0.29179,0.026744,0.068014,0.14041,0.15684,0.17288,0.018443,0.049382,0.10744,0.12139,0.1358,0.0050908,0.018542,0.051941,0.062617,0.074397,0.002352,0.011509,0.042968,0.058065,0.077631,0.0011905,0.007293,0.033345,0.048529,0.069785,0.00074329,0.0054391,0.029557,0.046159,0.071361
10,0.067554,0.11564,0.20736,0.26079,0.33778,0.12741,0.22604,0.39992,0.47955,0.58789,0.11068,0.21394,0.38507,0.4447,0.51843,0.084418,0.17135,0.30558,0.33903,0.37541,0.045851,0.10992,0.21926,0.24715,0.27548,0.024618,0.06338,0.13232,0.14841,0.16424,0.016993,0.04606,0.10134,0.11495,0.1291,0.0047087,0.017367,0.049202,0.059534,0.070995,0.0021715,0.010756,0.040597,0.055041,0.073829,0.0011068,0.0068684,0.031763,0.046384,0.066929,0.00069209,0.0051309,0.028203,0.04419,0.068544
20,0.031057,0.058327,0.11476,0.15117,0.2051,0.059822,0.11753,0.22957,0.2879,0.36911,0.052904,0.11193,0.21932,0.26208,0.31615,0.041156,0.091643,0.17804,0.20403,0.23335,0.02265,0.0597,0.12992,0.15123,0.17406,0.012713,0.036063,0.082276,0.095277,0.10887,0.0088324,0.026386,0.063426,0.074211,0.085974,0.0025243,0.010283,0.031846,0.039674,0.048712,0.0011477,0.0062633,0.025752,0.03583,0.049322,0.00061558,0.0042299,0.021401,0.032104,0.047585,0.00038886,0.0031957,0.019228,0.030926,0.049241
30,0.017754,0.035611,0.074829,0.10187,0.14283,0.034562,0.073002,0.15296,0.19802,0.26209,0.031063,0.070075,0.14583,0.17854,0.22065,0.024513,0.058292,0.12034,0.14111,0.16513,0.01365,0.038478,0.08908,0.10608,0.12491,0.0078874,0.023969,0.058238,0.068988,0.080639,0.0055006,0.017606,0.045063,0.053901,0.063835,0.0016069,0.0070237,0.023172,0.029472,0.036943,0.00072349,0.0042292,0.018477,0.026185,0.036714,0.00040001,0.0029547,0.015934,0.024363,0.036807,0.00025393,0.0022451,0.014402,0.023599,0.03828
40,0.011436,0.02414,0.053381,0.07455,0.10722,0.022372,0.049982,0.11059,0.14674,0.19907,0.020415,0.048403,0.10554,0.13167,0.16582,0.016294,0.040773,0.088238,0.10532,0.12546,0.009172,0.02724,0.066161,0.080187,0.096106,0.0054115,0.017346,0.044257,0.053357,0.063475,0.0037824,0.012772,0.034321,0.04176,0.050309,0.0011239,0.0051886,0.017978,0.023235,0.029597,0.00050231,0.003097,0.014183,0.020389,0.028998,0.00028306,0.0022115,0.012531,0.019445,0.029815,0.00018005,0.0016848,0.011359,0.018883,0.031074
50,0.0079446,0.017484,0.040308,0.057479,0.084413,0.01556,0.036396,0.084191,0.11399,0.15779,0.014409,0.035579,0.080601,0.10211,0.13058,0.011609,0.030285,0.068114,0.08249,0.099706,0.0066027,0.020463,0.051687,0.063556,0.077281,0.0039566,0.013248,0.035178,0.043025,0.051924,0.0027691,0.0097683,0.027315,0.033702,0.041173,0.00083432,0.0040276,0.014526,0.019022,0.024549,0.00037071,0.0023874,0.011363,0.016526,0.023779,0.00021141,0.0017292,0.010202,0.016024,0.024868,0.0001345,0.0013182,0.0092563,0.015569,0.025925
