5,0.070627,0.18916,0.23085,0.25503,0.28174,0.16533,0.44321,0.50134,0.5332,0.56709,0.11827,0.48112,0.54205,0.57535,0.61069,0.074365,0.32293,0.44421,0.48315,0.52551,0.039926,0.1991,0.3216,0.36775,0.42053,0.021242,0.13009,0.2313,0.27295,0.3221,0.012585,0.090622,0.17513,0.21252,0.25788,0.00313,0.030468,0.0787,0.10898,0.15091,0.0015537,0.017168,0.053638,0.081489,0.1238,0.0010224,0.011818,0.042282,0.069225,0.11334,0.00073114,0.0087394,0.034578,0.060036,0.10424
6,0.06269,0.17144,0.21364,0.23849,0.26622,0.14636,0.40027,0.4619,0.49619,0.53302,0.10581,0.43713,0.50016,0.53501,0.57228,0.066781,0.29393,0.40981,0.44875,0.49139,0.035989,0.1815,0.29648,0.34093,0.39206,0.019194,0.11871,0.21316,0.25278,0.29977,0.011387,0.082726,0.1613,0.19661,0.23964,0.0028668,0.028109,0.073136,0.10164,0.14126,0.0014313,0.015925,0.050096,0.076368,0.11642,0.00094722,0.011022,0.039702,0.065219,0.10713,0.0006813,0.0081948,0.032627,0.056826,0.098972
7,0.055904,0.15596,0.19826,0.22353,0.25203,0.13034,0.36325,0.42716,0.46321,0.50231,0.095037,0.39848,0.46275,0.49867,0.53738,0.060143,0.2682,0.37885,0.41757,0.46025,0.032494,0.16569,0.27366,0.31643,0.36589,0.017359,0.10841,0.19657,0.23425,0.27916,0.010308,0.075556,0.14863,0.18197,0.22278,0.0026222,0.025901,0.067888,0.094696,0.13209,0.0013159,0.014743,0.046707,0.071453,0.10931,0.00087529,0.010256,0.037199,0.061318,0.10108,0.00063287,0.0076622,0.030707,0.053657,0.093759
8,0.050145,0.14255,0.18465,0.21015,0.23918,0.11687,0.33148,0.39672,0.43401,0.4748,0.085805,0.36485,0.42967,0.46628,0.50601,0.054406,0.24566,0.35136,0.38969,0.4322,0.029442,0.15173,0.25327,0.29442,0.34226,0.015745,0.099263,0.1817,0.21756,0.26049,0.0093561,0.06917,0.13725,0.16875,0.2075,0.0024004,0.023883,0.063058,0.08828,0.12359,0.0012098,0.013651,0.04355,0.066857,0.10264,0.00080837,0.0095383,0.034837,0.057626,0.095322,0.0005872,0.0071567,0.028872,0.050619,0.088744
9,0.045258,0.13094,0.17263,0.19821,0.22759,0.1055,0.30416,0.37004,0.40814,0.45018,0.077902,0.33563,0.40051,0.43751,0.47792,0.049465,0.22599,0.32707,0.36489,0.40709,0.026792,0.13948,0.2352,0.2748,0.32107,0.014337,0.09121,0.16848,0.20264,0.24373,0.0085231,0.063536,0.12712,0.15695,0.19378,0.002202,0.022066,0.058676,0.082438,0.11582,0.0011139,0.012656,0.040654,0.062628,0.096478,0.00074718,0.0088774,0.032647,0.054191,0.08995,0.00054495,0.0066859,0.027152,0.047761,0.084011
10,0.041091,0.12086,0.16199,0.18753,0.21711,0.095832,0.28054,0.34654,0.38515,0.42807,0.071114,0.3102,0.37476,0.41191,0.45275,0.045202,0.20882,0.30559,0.34284,0.38461,0.024494,0.12875,0.2192,0.25734,0.30212,0.013111,0.084137,0.15676,0.18937,0.22875,0.0077968,0.058582,0.11814,0.14644,0.18152,0.0020258,0.020441,0.05473,0.077159,0.10878,0.001028,0.011758,0.038024,0.058773,0.090843,0.00069183,0.0082753,0.030639,0.051029,0.084989,0.00050632,0.0062526,0.025559,0.045105,0.079599
20,0.019869,0.065888,0.099561,0.12239,0.15044,0.046646,0.15232,0.20989,0.24638,0.28921,0.035713,0.17049,0.22541,0.25919,0.29804,0.022839,0.11455,0.18199,0.21273,0.24866,0.01236,0.069843,0.12783,0.1556,0.18941,0.0066076,0.045282,0.0901,0.11247,0.1404,0.0039293,0.031365,0.067194,0.085849,0.10968,0.0010462,0.011148,0.031521,0.045667,0.066161,0.00053806,0.0064962,0.022176,0.035215,0.055923,0.00036797,0.0046519,0.018203,0.031168,0.053365,0.00027373,0.0035699,0.015411,0.027948,0.050686
30,0.012216,0.043671,0.071139,0.090795,0.11588,0.028681,0.10023,0.14779,0.17946,0.21792,0.022489,0.11362,0.15899,0.18807,0.22247,0.014507,0.076653,0.1283,0.15393,0.18468,0.007871,0.046592,0.08933,0.11129,0.13865,0.0042098,0.030104,0.062502,0.079701,0.10163,0.0025053,0.0208,0.046349,0.060393,0.078692,0.00067294,0.0074365,0.021807,0.032174,0.047469,0.00034718,0.0043478,0.015395,0.024899,0.04027,0.00023856,0.0031326,0.012733,0.022219,0.038772,0.00017825,0.0024148,0.010829,0.020015,0.036996
40,0.0084059,0.031724,0.054556,0.071544,0.093821,0.019634,0.072041,0.11154,0.13879,0.17269,0.015756,0.082931,0.1209,0.14597,0.17624,0.010285,0.056434,0.098089,0.11993,0.14663,0.00562,0.034409,0.068237,0.086461,0.10955,0.0030156,0.022242,0.047633,0.061688,0.079891,0.0017984,0.015366,0.035235,0.046575,0.061564,0.0004866,0.0055231,0.016635,0.024874,0.037193,0.00025129,0.0032331,0.011761,0.019281,0.031607,0.00017303,0.0023368,0.0097691,0.017289,0.030596,0.0001295,0.0018049,0.0083262,0.01561,0.029265
50,0.0061666,0.024279,0.04356,0.058346,0.078151,0.014283,0.05444,0.087556,0.11104,0.14082,0.011732,0.063755,0.095962,0.11773,0.14444,0.0077654,0.043885,0.078563,0.097482,0.12096,0.0042866,0.026948,0.054873,0.070452,0.090455,0.0023119,0.017471,0.038335,0.050253,0.065876,0.001383,0.012086,0.028344,0.03789,0.05065,0.00037705,0.0043706,0.013444,0.020315,0.030698,0.00019479,0.00256,0.0095129,0.015762,0.026115,0.00013426,0.001854,0.0079245,0.014181,0.025376,0.00010058,0.0014336,0.0067633,0.012823,0.02431
60,0.004714,0.019216,0.035693,0.048646,0.066299,0.010803,0.042481,0.070487,0.090796,0.11696,0.0090837,0.050677,0.078305,0.097337,0.12099,0.0061059,0.035353,0.064839,0.081433,0.10227,0.0034122,0.021922,0.045617,0.059207,0.076846,0.0018521,0.014279,0.031961,0.042318,0.05603,0.0011122,0.0099003,0.023652,0.031911,0.043054,0.00030566,0.0036051,0.011283,0.017198,0.026213,0.00015793,0.0021123,0.0079878,0.013351,0.022315,0.00010892,0.0015318,0.0066683,0.012043,0.021748,8.1648e-05,0.0011854,0.0056971,0.010901,0.02086
70,0.0037084,0.015568,0.02978,0.041188,0.056966,0.0083957,0.033898,0.05775,0.075379,0.098388,0.0072278,0.041229,0.065138,0.081875,0.10291,0.0049389,0.029188,0.054643,0.069335,0.087978,0.0027983,0.018312,0.038812,0.05084,0.066596,0.0015301,0.011998,0.027314,0.036471,0.048699,0.00092281,0.0083441,0.020249,0.027535,0.037442,0.00025577,0.0030614,0.009723,0.01493,0.022924,0.00013215,0.001794,0.0068861,0.011596,0.019526,9.1171e-05,0.0013023,0.0057582,0.01048,0.019074,6.838e-05,0.0010085,0.0049237,0.0094961,0.018314
80,0.0029794,0.012831,0.025178,0.03527,0.049408,0.006656,0.027496,0.04793,0.063281,0.083548,0.0058676,0.034122,0.054958,0.069748,0.088518,0.004079,0.024539,0.046765,0.059869,0.076646,0.0023459,0.015598,0.033592,0.044355,0.058566,0.0012931,0.010289,0.02377,0.031974,0.043008,0.00078352,0.0071817,0.017667,0.024188,0.033115,0.0002191,0.0026562,0.0085446,0.013204,0.020404,0.0001132,0.0015568,0.0060532,0.010259,0.017388,7.811e-05,0.0011309,0.0050685,0.0092873,0.017018,5.8609e-05,0.00087634,0.0043373,0.0084224,0.016355
90,0.0024328,0.010715,0.021505,0.030467,0.043162,0.0053579,0.022586,0.040174,0.05358,0.071459,0.0048372,0.028612,0.046875,0.059998,0.076795,0.0034231,0.02092,0.040498,0.052255,0.067426,0.002,0.013487,0.029457,0.039171,0.052088,0.001112,0.0089635,0.020978,0.028401,0.038451,0.00067712,0.0062815,0.015639,0.021541,0.029669,0.00019111,0.002343,0.0076227,0.011846,0.01841,9.8733e-05,0.0013734,0.0054014,0.0092068,0.015693,6.8128e-05,0.00099826,0.0045276,0.008346,0.015384,5.114e-05,0.00077396,0.0038772,0.0075746,0.014798
100,0.002012,0.009042,0.018517,0.026499,0.03792,0.0043654,0.018738,0.033938,0.045674,0.061469,0.0040365,0.024243,0.040326,0.05201,0.067079,0.0029091,0.018031,0.0354,0.045999,0.059773,0.001728,0.0118,0.026101,0.034928,0.04674,0.00096951,0.0079061,0.018719,0.025491,0.034712,0.00059343,0.0055646,0.014004,0.019393,0.026854,0.00016908,0.002094,0.0068819,0.010749,0.016789,8.7348e-05,0.0012275,0.0048773,0.0083562,0.014317,6.0271e-05,0.00089263,0.0040921,0.0075836,0.014054,4.526e-05,0.00069243,0.0035065,0.0068877,0.013529
